name,abbreviation,nirf_rank,nirf_rank_year,rating,review_count,state,city,affiliation,founded_year,is_premier,placement_percentage,avg_package,highest_package,description
S. A. Engineering College,SAEC,,,3.5,296,Tamil Nadu,Thiruvallur,UGC Recognized,2003,FALSE,68.6,6.7,10.7,"S. A. Engineering College is a renowned institution located in Thiruvallur, Tamil Nadu. It offers comprehensive higher education programs."
S. A. Jain College,SAJC,,,3.9,404,Haryana,Ambala,State University Affiliated,1977,FALSE,84.5,7.5,15.7,"S. A. Jain College is a renowned institution located in Ambala, Haryana. It offers comprehensive higher education programs."
S. A. S. Government Degree College,SASGD,,,4.2,57,Andhra Pradesh,Narayanapuram,UGC Recognized,1952,FALSE,82.3,4.2,17.0,"S. A. S. Government Degree College is a renowned institution located in Narayanapuram, Andhra Pradesh. It offers comprehensive higher education programs."
S. B. Garda Arts College & P. K. Patel College of Commerce,SBGAC,,,3.5,93,Gujarat,Navsari,UGC Recognized,2001,FALSE,63.8,5.2,26.0,"S. B. Garda Arts College & P. K. Patel College of Commerce is a renowned institution located in Navsari, Gujarat. It offers comprehensive higher education programs."
S. B. Jain Institute of Technology Management and Research,SBJIO,,,4.0,406,Maharashtra,Nagpur,UGC Recognized,1986,FALSE,56.0,5.3,24.8,"S. B. Jain Institute of Technology Management and Research is a renowned institution located in Nagpur, Maharashtra. It offers comprehensive higher education programs."
S. B. Patil College of Engineering,SBPCO,,,4.2,387,Maharashtra,Indapur,UGC Recognized,1981,FALSE,89.6,5.5,11.9,"S. B. Patil College of Engineering is a renowned institution located in Indapur, Maharashtra. It offers comprehensive higher education programs."
S. D. Jain Girls College,SDJGC,,,3.6,190,Nagaland,Dimapur,AICTE Approved,1991,FALSE,64.0,5.0,16.8,"S. D. Jain Girls College is a renowned institution located in Dimapur, Nagaland. It offers comprehensive higher education programs."
S. D. M. College of Engineerin,SDMCO,291,2024,4.1,140,Karnataka,Dharwad,AICTE Approved,1991,FALSE,96.8,5.4,20.7,"S. D. M. College of Engineerin is a renowned institution located in Dharwad, Karnataka. It offers comprehensive higher education programs."
S. D. M. College of Engineering & Technology,SDMCO,,,4.6,363,Karnataka,Dharwad,AICTE Approved,1951,FALSE,88.7,6.7,15.7,"S. D. M. College of Engineering & Technology is a renowned institution located in Dharwad, Karnataka. It offers comprehensive higher education programs."
S. D. M. Law College,SDMLC,,,4.8,193,Karnataka,Mangaluru,AICTE Approved,1956,FALSE,58.4,7.4,32.8,"S. D. M. Law College is a renowned institution located in Mangaluru, Karnataka. It offers comprehensive higher education programs."
S. D. M. S. M Kalasala,SDMSM,,,3.7,351,Andhra Pradesh,Krishna,UGC Recognized,1964,FALSE,58.0,3.7,11.9,"S. D. M. S. M Kalasala is a renowned institution located in Krishna, Andhra Pradesh. It offers comprehensive higher education programs."
"S. E. A. College of Arts, Science & Commerce",SEACO,,,4.7,201,Karnataka,Bengaluru,Central University Affiliated,1986,FALSE,55.7,6.1,10.4,"S. E. A. College of Arts, Science & Commerce is a renowned institution located in Bengaluru, Karnataka. It offers comprehensive higher education programs."
S. G. M. College,SGMC,,,4.0,252,Jharkhand,RANCHI,Private Autonomous,2009,FALSE,79.6,6.2,23.3,"S. G. M. College is a renowned institution located in RANCHI, Jharkhand. It offers comprehensive higher education programs."
S. G. S. (Smt. Gentela Sakuntalamma) College,SGSGS,,,4.0,245,Andhra Pradesh,Jaggayyapet,Private Autonomous,1988,FALSE,80.3,5.2,21.0,"S. G. S. (Smt. Gentela Sakuntalamma) College is a renowned institution located in Jaggayyapet, Andhra Pradesh. It offers comprehensive higher education programs."
S. K. S. D. Mahila Kalasala,SKSDM,,,4.5,412,Andhra Pradesh,Tanuku,UGC Recognized,1959,FALSE,56.8,5.1,19.1,"S. K. S. D. Mahila Kalasala is a renowned institution located in Tanuku, Andhra Pradesh. It offers comprehensive higher education programs."
S. N. M. College,SNMC,,,4.2,14,Kerala,Ernakulam,Private Autonomous,1993,FALSE,66.6,4.4,17.3,"S. N. M. College is a renowned institution located in Ernakulam, Kerala. It offers comprehensive higher education programs."
S. P. Jain Institute of Management & Research,SPJIO,21,2024,4.2,429,nan,nan,State University Affiliated,2012,TRUE,83.4,22.3,85.8,"S. P. Jain Institute of Management & Research is a renowned institution located in nan, nan. It offers comprehensive higher education programs."
S. R. V. B. S. J. B. Maharani College,SRVBS,,,4.2,127,Andhra Pradesh,Peddapuram,AICTE Approved,1966,FALSE,77.9,5.6,17.3,"S. R. V. B. S. J. B. Maharani College is a renowned institution located in Peddapuram, Andhra Pradesh. It offers comprehensive higher education programs."
S. S. & N. College,SSNC,,,3.6,435,Andhra Pradesh,Guntur,UGC Recognized,1982,FALSE,74.8,3.7,8.1,"S. S. & N. College is a renowned institution located in Guntur, Andhra Pradesh. It offers comprehensive higher education programs."
S. S. G. S. Degree College,SSGSD,,,3.5,213,Andhra Pradesh,Guntakal,State University Affiliated,1994,FALSE,87.6,3.8,8.1,"S. S. G. S. Degree College is a renowned institution located in Guntakal, Andhra Pradesh. It offers comprehensive higher education programs."
S. S. M. Law College,SSMLC,,,4.4,311,Maharashtra,Jalgaon,AICTE Approved,2001,FALSE,70.1,5.6,26.9,"S. S. M. Law College is a renowned institution located in Jalgaon, Maharashtra. It offers comprehensive higher education programs."
S. S. P. Jain Arts & Commerce College,SSPJA,,,4.8,22,Gujarat,Surendranagar,UGC Recognized,1996,FALSE,59.8,4.2,17.6,"S. S. P. Jain Arts & Commerce College is a renowned institution located in Surendranagar, Gujarat. It offers comprehensive higher education programs."
S. S. S. Government Degree College,SSSGD,,,4.4,265,Andhra Pradesh,Anantapur,Private Autonomous,1966,FALSE,97.3,3.6,8.7,"S. S. S. Government Degree College is a renowned institution located in Anantapur, Andhra Pradesh. It offers comprehensive higher education programs."
S. T. S. N. Government Degree College,STSNG,,,4.1,372,Andhra Pradesh,Anantapur,AICTE Approved,2010,FALSE,81.2,4.5,21.4,"S. T. S. N. Government Degree College is a renowned institution located in Anantapur, Andhra Pradesh. It offers comprehensive higher education programs."
S. V. A. Government College,SVAGC,,,4.7,118,Andhra Pradesh,Srikalahasti,Central University Affiliated,1969,FALSE,71.7,6.1,26.7,"S. V. A. Government College is a renowned institution located in Srikalahasti, Andhra Pradesh. It offers comprehensive higher education programs."
S. V. K. P. & Dr. K. S. Raju Arts & Science College,SVKPD,,,4.0,69,Andhra Pradesh,Penugonda,State University Affiliated,2010,FALSE,57.9,5.9,16.6,"S. V. K. P. & Dr. K. S. Raju Arts & Science College is a renowned institution located in Penugonda, Andhra Pradesh. It offers comprehensive higher education programs."
"S.A. Manvi Law College, Gadag",SMLCG,,,4.8,26,Karnataka,Gadag,AICTE Approved,1979,FALSE,89.2,6.5,14.4,"S.A. Manvi Law College, Gadag is a renowned institution located in Gadag, Karnataka. It offers comprehensive higher education programs."
S.B College of Commerce Gulbarga,SCOCG,,,3.5,287,Karnataka,Gulbarga,Private Autonomous,2004,FALSE,95.4,4.3,16.1,"S.B College of Commerce Gulbarga is a renowned institution located in Gulbarga, Karnataka. It offers comprehensive higher education programs."
S.B College of Science Gulbarga,SCOSG,,,3.9,109,Karnataka,Gulbarga,UGC Recognized,1964,FALSE,60.5,6.2,30.3,"S.B College of Science Gulbarga is a renowned institution located in Gulbarga, Karnataka. It offers comprehensive higher education programs."
"S.B. College, Changanacherry",SCC,,,3.6,443,Kerala,Kottayam,UGC Recognized,2001,FALSE,67.8,3.8,12.2,"S.B. College, Changanacherry is a renowned institution located in Kottayam, Kerala. It offers comprehensive higher education programs."
S.B. Deorah College,SDC,,,4.0,140,Assam,Kamrup,Private Autonomous,1977,FALSE,96.3,6.0,23.8,"S.B. Deorah College is a renowned institution located in Kamrup, Assam. It offers comprehensive higher education programs."
S.B.K. College,SC,,,3.7,159,Tamil Nadu,Aruppukottai,Private Autonomous,1988,FALSE,82.8,7.5,29.5,"S.B.K. College is a renowned institution located in Aruppukottai, Tamil Nadu. It offers comprehensive higher education programs."
S.B.M.S. College,SC,,,3.5,162,Assam,Kamrup,UGC Recognized,2010,FALSE,85.4,3.8,13.2,"S.B.M.S. College is a renowned institution located in Kamrup, Assam. It offers comprehensive higher education programs."
S.C.I.M. Government College,SGC,,,4.3,325,Andhra Pradesh,West Godavari,UGC Recognized,1976,FALSE,96.5,6.5,19.0,"S.C.I.M. Government College is a renowned institution located in West Godavari, Andhra Pradesh. It offers comprehensive higher education programs."
S.D. College,SC,,,4.8,90,Punjab,Hoshiarpur,UGC Recognized,1981,FALSE,94.5,4.7,8.6,"S.D. College is a renowned institution located in Hoshiarpur, Punjab. It offers comprehensive higher education programs."
"S.D. College, Ambala",SCA,,,3.5,70,Haryana,Ambala,Private Autonomous,1964,FALSE,63.2,4.0,16.2,"S.D. College, Ambala is a renowned institution located in Ambala, Haryana. It offers comprehensive higher education programs."
"S.D. College, Panipat",SCP,,,4.2,400,Haryana,Panipat,Central University Affiliated,1994,FALSE,66.9,6.2,29.7,"S.D. College, Panipat is a renowned institution located in Panipat, Haryana. It offers comprehensive higher education programs."
S.D.S.(Autonomous) College of Arts & Science,SCOAS,,,4.1,121,Andhra Pradesh,Garividi,UGC Recognized,1958,FALSE,84.8,5.6,9.3,"S.D.S.(Autonomous) College of Arts & Science is a renowned institution located in Garividi, Andhra Pradesh. It offers comprehensive higher education programs."
"S.E.S College Sreekandapuram, Kannur",SCSK,,,3.9,51,Kerala,Kannur,Private Autonomous,1972,FALSE,97.5,6.3,10.0,"S.E.S College Sreekandapuram, Kannur is a renowned institution located in Kannur, Kerala. It offers comprehensive higher education programs."
"S.G.K Government Degree College, Vinukonda",SGDCV,,,3.7,257,Andhra Pradesh,Guntur,AICTE Approved,2005,FALSE,84.0,5.1,13.2,"S.G.K Government Degree College, Vinukonda is a renowned institution located in Guntur, Andhra Pradesh. It offers comprehensive higher education programs."
"S.G.S. Arts College, Tiruchanoor Road, Tirupati Urban",SACTR,,,4.4,82,Andhra Pradesh,TIRUPATI,UGC Recognized,1969,FALSE,94.7,6.9,18.7,"S.G.S. Arts College, Tiruchanoor Road, Tirupati Urban is a renowned institution located in TIRUPATI, Andhra Pradesh. It offers comprehensive higher education programs."
S.I.W.S. N.R. Swamy College of Commerce & Economics and Smt. Thirumalai College of Science,SNSCO,,,4.1,403,Maharashtra,Mumbai,Private Autonomous,1982,FALSE,55.6,4.0,14.6,"S.I.W.S. N.R. Swamy College of Commerce & Economics and Smt. Thirumalai College of Science is a renowned institution located in Mumbai, Maharashtra. It offers comprehensive higher education programs."
S.K. Women's College,SWC,,,4.6,127,Manipur,Bishnupur,AICTE Approved,1978,FALSE,85.4,5.4,11.7,"S.K. Women's College is a renowned institution located in Bishnupur, Manipur. It offers comprehensive higher education programs."
S.K.B.R. Government College,SGC,,,4.7,436,Andhra Pradesh,Macherla,State University Affiliated,1992,FALSE,73.5,7.0,32.7,"S.K.B.R. Government College is a renowned institution located in Macherla, Andhra Pradesh. It offers comprehensive higher education programs."
S.K.E. Society`s RPD College of Arts and Commerce,SSRCO,,,4.8,407,Karnataka,Belagavi,Private Autonomous,1965,FALSE,82.7,4.8,8.4,"S.K.E. Society`s RPD College of Arts and Commerce is a renowned institution located in Belagavi, Karnataka. It offers comprehensive higher education programs."
S.K.P. Government College,SGC,,,4.8,168,Andhra Pradesh,Guntakal,UGC Recognized,1985,FALSE,87.9,6.3,30.0,"S.K.P. Government College is a renowned institution located in Guntakal, Andhra Pradesh. It offers comprehensive higher education programs."
S.K.R. Government Degree College,SGDC,,,3.9,12,Andhra Pradesh,Nellore,AICTE Approved,2003,FALSE,83.2,7.4,30.5,"S.K.R. Government Degree College is a renowned institution located in Nellore, Andhra Pradesh. It offers comprehensive higher education programs."
S.L.G. Degree College,SDC,,,4.3,295,Andhra Pradesh,Vizianagaram,State University Affiliated,1962,FALSE,95.4,3.9,7.6,"S.L.G. Degree College is a renowned institution located in Vizianagaram, Andhra Pradesh. It offers comprehensive higher education programs."
"S.M.J.N P.G College, Haridwar",SPCH,,,4.8,431,Uttarakhand,Haridwar,Private Autonomous,1985,FALSE,90.0,4.8,23.8,"S.M.J.N P.G College, Haridwar is a renowned institution located in Haridwar, Uttarakhand. It offers comprehensive higher education programs."
"S.N. College, Nattika",SCN,,,4.3,55,Kerala,Thrissur,AICTE Approved,1977,FALSE,66.1,3.6,16.2,"S.N. College, Nattika is a renowned institution located in Thrissur, Kerala. It offers comprehensive higher education programs."
S.N.D.T. Arts & Commerce College for Women,SACCF,,,4.8,405,Maharashtra,Pune,Central University Affiliated,2008,FALSE,95.2,6.3,13.0,"S.N.D.T. Arts & Commerce College for Women is a renowned institution located in Pune, Maharashtra. It offers comprehensive higher education programs."
S.N.D.T. College of Arts and Smt. C.B. College of Commerce and Science for Women,SCOAA,,,4.3,32,Maharashtra,Mumbai,Central University Affiliated,1958,FALSE,56.3,6.0,24.2,"S.N.D.T. College of Arts and Smt. C.B. College of Commerce and Science for Women is a renowned institution located in Mumbai, Maharashtra. It offers comprehensive higher education programs."
S.R.D. College Morena,SCM,,,4.5,163,Madhya Pradesh,Morena,UGC Recognized,1952,FALSE,80.6,7.3,19.5,"S.R.D. College Morena is a renowned institution located in Morena, Madhya Pradesh. It offers comprehensive higher education programs."
S.R.Government Degree College,SDC,,,4.2,264,Andhra Pradesh,Chittoor,UGC Recognized,2010,FALSE,86.3,4.1,18.9,"S.R.Government Degree College is a renowned institution located in Chittoor, Andhra Pradesh. It offers comprehensive higher education programs."
S.R.M. Institute of Science and Technology,SIOSA,,,4.5,39,Tamil Nadu,Chennai,Central University Affiliated,1967,FALSE,71.2,7.3,27.1,"S.R.M. Institute of Science and Technology is a renowned institution located in Chennai, Tamil Nadu. It offers comprehensive higher education programs."
S.R.M. Institute of Science and Technology,SIOSA,20,2024,3.5,286,nan,nan,Central University Affiliated,1967,TRUE,83.7,17.3,62.3,"S.R.M. Institute of Science and Technology is a renowned institution located in nan, nan. It offers comprehensive higher education programs."
S.R.M. Institute of Science and Technology,SIOSA,,,3.9,122,Tamil Nadu,Chennai,Central University Affiliated,1979,FALSE,71.7,5.3,23.2,"S.R.M. Institute of Science and Technology is a renowned institution located in Chennai, Tamil Nadu. It offers comprehensive higher education programs."
S.R.M.S. Institute of Medical Sciences,SIOMS,,,4.9,373,Uttar Pradesh,Bareilly,AICTE Approved,1960,FALSE,71.2,5.4,13.6,"S.R.M.S. Institute of Medical Sciences is a renowned institution located in Bareilly, Uttar Pradesh. It offers comprehensive higher education programs."
S.R.Naidu Memorial College,SMC,,,3.6,166,Tamil Nadu,Sattur,AICTE Approved,1990,FALSE,82.3,5.1,23.5,"S.R.Naidu Memorial College is a renowned institution located in Sattur, Tamil Nadu. It offers comprehensive higher education programs."
S.R.R. & C.V.R. Government Degree College,SCGDC,,,3.4,335,Andhra Pradesh,VIJAYAWADA,State University Affiliated,1975,FALSE,80.5,6.7,17.4,"S.R.R. & C.V.R. Government Degree College is a renowned institution located in VIJAYAWADA, Andhra Pradesh. It offers comprehensive higher education programs."
"S.S. College, Chas",SCC,,,3.9,384,Jharkhand,BOKARO STEEL CITY,AICTE Approved,1966,FALSE,79.6,6.4,29.3,"S.S. College, Chas is a renowned institution located in BOKARO STEEL CITY, Jharkhand. It offers comprehensive higher education programs."
"S.S.A. Arts and Commerce College, DIST-SOLAPUR",SAACC,,,3.5,83,Maharashtra,Solapur,State University Affiliated,1969,FALSE,88.1,4.6,10.1,"S.S.A. Arts and Commerce College, DIST-SOLAPUR is a renowned institution located in Solapur, Maharashtra. It offers comprehensive higher education programs."
